Type,Litology,Tporosity,Eporosity,K,S,Sy,Compressibility,Note,Location,Source
Sedimentary,Chalk,NA,NA,0.008,NA,NA,NA,NS,Warloy-Baillon in the HallueBasin (Somme_ Northern France)_,203
Sedimentary,Chalk,NA,NA,5.7,NA,NA,NA,Fissured,British aquifers,204
Sedimentary,Chalk,NA,NA,25.9,0.002,NA,NA,Fractured,chalk aquifer of Beauvai of Paris Basin,205
Sedimentary,Chalk,NA,NA,43.2,0.002,NA,NA,Fractured,chalk aquifer of Beauvai of Paris Basin,205
Sedimentary,Chalk,NA,NA,106,0.002,NA,NA,Fractured,chalk aquifer of Beauvai of Paris Basin,205
Sedimentary,Chalk,NA,NA,1.73,NA,NA,NA,Fractured,(chalk aquifer in the Beauvais_ France,206
Sedimentary,Chalk,NA,NA,NA,NA,NA,NA,Fractured,(chalk aquifer in the Beauvais_ France,206
Sedimentary,Chalk,1,NA,0.000864,NA,NA,NA,NS,"CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,30,NA,0.864,NA,NA,NA,NS,"CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,0.1,100,NA,NA,NA,Fractured,"CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,0.1,172,NA,NA,NA,Fractured,"CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,0.07,106,NA,NA,NA,Fractured,"Seaford Chalk_ CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,0.3,NA,NA,NA,NA,Fractured,"Seaford Chalk_ CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,NA,37,NA,NA,NA,Fractured,"Lewes Nodular Chalk_ CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,NA,NA,52,NA,NA,NA,Fractured,"Lewes Nodular Chalk_ CHALK AQUIFER AT
TILMANSTONE_ KENT_ U.K.",207
Sedimentary,Chalk,30,0.5,0.000864,NA,NA,NA,Karst,Chalk aquifer of the Western Paris,235_ 236_ 237
Sedimentary,Chalk,40,0.5,0.0086,NA,NA,NA,Karst,Chalk aquifer of the Western Paris,235_ 236_ 237
Sedimentary,Chalk,NA,1,0.864,NA,NA,NA,Karst,(Chalk) in Hertfordshire_ U.K,244_245
Sedimentary,Chalk,NA,2,4.41,NA,NA,NA,Karst,(Chalk) in Hertfordshire_ U.K,244_245
Sedimentary,Chalk,NA,5,8.6,NA,NA,NA,Karst,(Chalk) in Hertfordshire_ U.K,244_245
Sedimentary,Chalk,NA,0.5,1.9,NA,NA,NA,Fractured,Dorset_ England,296
Sedimentary,Chalk,NA,2.3,31.1,NA,NA,NA,NS,Dorset_ England,296
Sedimentary,Chalk,NA,NA,NA,1.00E-05,NA,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.01,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.03,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.002,NA,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.007,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.02,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.001,NA,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.002,NA,NA,Fractured,southern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.005,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.01,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.02,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.005,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.002,NA,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,NA,0.02,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.001,NA,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,0.002,NA,NA,Fractured,northern province_ Hampshire Basin and South Downs_ England,320
Sedimentary,Chalk,NA,NA,NA,9.00E-05,NA,NA,Fractured,South Dorset_ England,321
Sedimentary,Chalk,NA,NA,NA,0.003,NA,NA,Fractured,South Dorset_ England,321
Sedimentary,Chalk,NA,NA,NA,NA,0.064,NA,Fractured,South Dorset_ England,321
Sedimentary,Chalk,NA,NA,NA,1.00E-04,NA,NA,Fractured,Lulworth_ South Dorset_ England,322
Sedimentary,Chalk,NA,NA,NA,5.00E-04,NA,NA,Fractured,Frome/Piddle   South Dorset_ England,321
Sedimentary,Chalk,NA,NA,NA,NA,0.035,NA,Fractured,Frome/Piddle   South Dorset_ England,321
Sedimentary,Chalk,NA,NA,0.7,NA,NA,NA,Fractured,Upper Greensand aquifer South Dorset_ England,323
Sedimentary,Chalk,NA,NA,1,NA,NA,NA,Fractured,Upper Greensand aquifer South Dorset_ England,323
Sedimentary,Chalk,NA,NA,NA,2.00E-04,NA,NA,Fractured,The North Dorset_ England,324
Sedimentary,Chalk,NA,NA,NA,0.0044,NA,NA,Fractured,The North Dorset_ England,324
Sedimentary,Chalk,NA,NA,NA,NA,0.057,NA,Fractured,The North Dorset_ England,324
Sedimentary,Chalk,NA,NA,NA,1.00E-04,NA,NA,Fractured,The chalklands to the north of Salisbury_ England,325
Sedimentary,Chalk,NA,NA,NA,NA,0.0052,NA,Fractured,The chalklands to the north of Salisbury_ England,325
Sedimentary,Chalk,NA,NA,NA,NA,0.05,NA,Fractured,The chalklands to the north of Salisbury_ England,325
Sedimentary,Chalk,NA,NA,0.0055,7.00E-05,NA,NA,Fractured,The chalklands of Hampshire_ England,326
Sedimentary,Chalk,NA,NA,4,NA,0.009,NA,Fractured,The chalklands of Hampshire_ England,326
Sedimentary,Chalk,NA,NA,7.2,NA,0.06,NA,Fractured,The chalklands of Hampshire_ England,326
Sedimentary,Chalk,NA,NA,NA,2.00E-04,NA,NA,Fractured,The Chalk of the South Downs_ England,327
Sedimentary,Chalk,NA,NA,NA,0.0018,NA,NA,Fractured,The Chalk of the South Downs_ England,327
Sedimentary,Chalk,NA,NA,NA,NA,0.032,NA,Fractured,The Chalk of the South Downs_ England,327
Sedimentary,Chalk,NA,NA,NA,1.00E-04,NA,NA,Fractured,The Kennet Valley_ England,328
Sedimentary,Chalk,NA,NA,NA,NA,0.006,NA,Fractured,The Kennet Valley_ England,328
Sedimentary,Chalk,NA,NA,NA,NA,0.071,NA,Fractured,The Kennet Valley_ England,328
Sedimentary,Chalk,NA,NA,0.19,6.50E-05,NA,NA,Fractured,The Chilterns chalk_ England,329
Sedimentary,Chalk,NA,NA,NA,0.0037,NA,NA,Fractured,The Chilterns chalk_ England,329
Sedimentary,Chalk,NA,NA,1,NA,0.09,NA,Fractured,The Chilterns chalk_ England,329
Sedimentary,Chalk,NA,NA,0.005,3.50E-05,NA,NA,Fractured,The London Basin,330
Sedimentary,Chalk,NA,NA,0.8,0.0016,NA,NA,Fractured,The London Basin,330
Sedimentary,Chalk,NA,NA,21.5,NA,0.05,NA,Fractured,The London Basin,330
Sedimentary,Chalk,NA,NA,NA,1.00E-05,NA,NA,karstified,The North Downs_ England,331
Sedimentary,Chalk,NA,NA,NA,0.0031,NA,NA,karstified,The North Downs_ England,331
Sedimentary,Chalk,NA,NA,NA,NA,0.06,NA,karstified,The North Downs_ England,331
Sedimentary,Chalk,NA,NA,NA,0.0047,NA,NA,karstified,Hertfordshire_ England,332
Sedimentary,Chalk,NA,NA,NA,0.00014,NA,NA,karstified,West Suffolk_ England,332
Sedimentary,Chalk,NA,NA,0.04,0.00027,NA,NA,Fractured,West Norfolk_ England,333
Sedimentary,Chalk,NA,NA,10,0.00059,NA,NA,Fractured,West Norfolk_ England,333
Sedimentary,Chalk,NA,NA,NA,5.00E-07,NA,NA,Fractured,East Norfolk_ England,333
Sedimentary,Chalk,NA,NA,NA,NA,0.00775,NA,Fractured,East Norfolk_ England,333
Sedimentary,Chalk,NA,NA,NA,0.0032,NA,NA,Fractured,East Suffolk_ England,334
Sedimentary,Chalk,NA,NA,1.33,7.00E-05,NA,NA,Fractured,North Essex_ England,335
Sedimentary,Chalk,NA,NA,4.44,0.0016,NA,NA,Fractured,North Essex_ England,335
Sedimentary,Chalk,NA,NA,NA,NA,0.1,NA,Fractured,North Essex_ England,335
Sedimentary,Chalk,NA,NA,0.1,0.00015,NA,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,2.51,NA,NA,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,5.01,NA,0.0072,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,NA,0.1,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,NA,0.01,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,NA,0.015,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,NA,0.005,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,NA,0.01,NA,Fracured,The Chalk in Yorkshire_ England,336
Sedimentary,Chalk,NA,NA,NA,2.00E-06,NA,NA,NS,North Lincolnshire_ England,337
Sedimentary,Chalk,NA,NA,NA,2.00E-04,NA,NA,NS,North Lincolnshire_ England,337
Sedimentary,Chalk,NA,NA,NA,NA,0.056,NA,NS,North Lincolnshire_ England,337
Sedimentary,Chalk,NA,NA,NA,1.10E-05,NA,NA,NS,South Lincolnshire,338
Sedimentary,Chalk,NA,NA,NA,0.0025,NA,NA,NS,South Lincolnshire,338
Sedimentary,Chalk,NA,20,2.5,NA,NA,NA,NS,Eocene Rus Formation _  northern Qatar,584
Sedimentary,Chalk,NA,0.5,0.0864,NA,NA,NA,NS,The Hesbaye area_ northeastern part of Belgium,587
Sedimentary,Chalk,NA,7,3000,NA,NA,NA,NS,The Hesbaye area_ northeastern part of Belgium,587
Sedimentary,Chalk,42,0.5,0.0864,NA,NA,NA,karstified,Haute-Normandie region_ northwestern coast of France,615_616_ 617
Sedimentary,Chalk,40,40,NA,NA,NA,NA,karstified,The Chalk Group_ English South Downs,628
Sedimentary,Chalk,30,1,NA,NA,NA,NA,NS,"The Hesbaye aquifer_ located in the Senonian chalk
formations of the Geer basin_ Belgium",635
Sedimentary,Chalk,50,NA,NA,NA,NA,NA,NS,"The Hesbaye aquifer_ located in the Senonian chalk
formations of the Geer basin_ Belgium",635
Sedimentary,Chalk,8,NA,0.8,NA,0.07,NA,karstified,"The Damour coastal aquifer in Lebanon_ part of the Eastern
Mediterranean basin_ south of the capital
Beirut",657
Sedimentary,Chalk,8,NA,1.2,NA,0.07,NA,karstified,"The Damour coastal aquifer in Lebanon_ part of the Eastern
Mediterranean basin_ south of the capital
Beirut",657
Sedimentary,Chalk,8,NA,1.8,NA,0.07,NA,karstified,"The Damour coastal aquifer in Lebanon_ part of the Eastern
Mediterranean basin_ south of the capital
Beirut",657
Sedimentary,Chalk,NA,NA,0.864,NA,0.05,NA,karstified,chalky aquifer_ Geer basin_ Belgium,874
Sedimentary,Chalk,NA,NA,51.8,NA,0.05,NA,karstified,chalky aquifer_ Geer basin_ Belgium,874
Sedimentary,Chalk,NA,2.2,19,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,1.3,91,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,1.7,24,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,0.4,23,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,0.2,43,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,0.5,13,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,NA,0.5,20,NA,NA,NA,karstified,"Chalk Formation_ London and 15 km south-west of
Cambridge",834
Sedimentary,Chalk,39.2,NA,1.31,NA,0.012,NA,karstified,Play Hatch Quarry study area_ southern England,835
Sedimentary,Chalk,42.6,NA,5.2,NA,0.016,NA,karstified,Play Hatch Quarry study area_ southern England,835
Sedimentary,Chalk,38,1,NA,NA,0.03,NA,karstified,"Chalk aquifer in east Hampshire in southern
England",809
Sedimentary,Chalk,38,0.6,NA,NA,0.008,NA,karstified,"Chalk aquifer in east Hampshire in southern
England",810
Sedimentary,Conglomerate,NA,NA,9.07,0.000107,NA,NA,"very
fine to coarse grained_ lithic",Formation (Miocene Recent)_ Eastern Niger Delta_ Nigeria,224
Sedimentary,Conglomerate,NA,NA,195,0.000353,NA,NA,"very
fine to coarse grained_ lithic",Formation (Miocene Recent)_ Eastern Niger Delta_ Nigeria,224
Sedimentary,Conglomerate,NA,NA,0.208,5.00E-04,NA,NA,NS,Aquifer of Rrogozhina Formation_ Quaternary deposits in Periadriatic Basin of Albania,225
Sedimentary,Conglomerate,NA,NA,2.08,5.00E-04,NA,NA,NS,Aquifer of Rrogozhina Formation_ Quaternary deposits in Periadriatic Basin of Albania,225
Sedimentary,Conglomerate,NA,NA,0.256,NA,0.02,NA,NS,Cardiff Conglomerate_  Lancaster County_ Pennsylvania,406
Sedimentary,Conglomerate,NA,NA,1.89,NA,0.02,NA,NS,Cardiff Conglomerate_  Lancaster County_ Pennsylvania,406
Sedimentary,Conglomerate,NA,NA,0.152,NA,0.2,NA,Fractured,The Chickies Formation_ York and Lancaster Counties_ Pennsylvania,420
Sedimentary,Conglomerate,NA,NA,0.003,NA,0.079,NA,very-coarse grained arkosic sandstone,The Stockton Formation_ The Gettysburg-Newark Lowland_ Pennsylvania,424
Sedimentary,Conglomerate,NA,NA,0.0162,NA,0.193,NA,very-coarse grained arkosic sandstone,The Stockton Formation_ The Gettysburg-Newark Lowland_ Pennsylvania,424
Sedimentary,Conglomerate,NA,NA,NA,2.00E-05,NA,NA,very-coarse grained arkosic sandstone,The Stockton Formation_ The Gettysburg-Newark Lowland_ Pennsylvania,424
Sedimentary,Conglomerate,NA,NA,NA,0.0014,NA,NA,very-coarse grained arkosic sandstone,The Stockton Formation_ The Gettysburg-Newark Lowland_ Pennsylvania,424
Sedimentary,Conglomerate,NA,NA,17.9,0.005,NA,NA,quartz-pebble,The Hardyston Formation_ The Reading Prong Section_ New England Physiographic Province_ Pennsylvania,425
Sedimentary,Conglomerate,NA,NA,22,0.0011,NA,NA,quartz-pebble,The Hardyston Formation_ The Reading Prong Section_ New England Physiographic Province_ Pennsylvania,425
Sedimentary,Conglomerate,NA,NA,26.2,0.001,NA,NA,quartz-pebble,The Hardyston Formation_ The Reading Prong Section_ New England Physiographic Province_ Pennsylvania,425
Sedimentary,Conglomerate,NA,0.3,0.4,NA,NA,NA,conglomerates with clayey silt matrix,Aquifer of the Valley of Toluca_ México,612
Sedimentary,Conglomerate,NA,0.9,80,NA,NA,NA,conglomerates with clayey silt matrix,Aquifer of the Valley of Toluca_ México,612
Sedimentary,Conglomerate,5,NA,0.432,NA,0.02,NA,NS,"Aquifer System
in the Maritimes Basin_ Eastern Canada",649
Sedimentary,Conglomerate,10,NA,8.64,NA,0.07,NA,NS,"Aquifer System
in the Maritimes Basin_ Eastern Canada",649
Sedimentary,Conglomerate,24.8,NA,NA,NA,NA,NA,NS,"Laboratory tests
at Toki site _ The field test site was located in the Tono uranium mine
in the southern part of Gifu prefecture_ central Japan",654
Sedimentary,Conglomerate,27.3,NA,NA,NA,NA,NA,NS,"Laboratory tests
at Toki site _ The field test site was located in the Tono uranium mine
in the southern part of Gifu prefecture_ central Japan",654
Sedimentary,Conglomerate,26.8,NA,0.000104,NA,NA,NA,Coarse,"Laboratory tests
at Toki site _ The field test site was located in the Tono uranium mine
in the southern part of Gifu prefecture_ central Japan",655
Sedimentary,Conglomerate,5.5,NA,2.33E-05,NA,NA,NA,Coarse,"Laboratory tests
at Toki site _ The field test site was located in the Tono uranium mine
in the southern part of Gifu prefecture_ central Japan",656
Sedimentary,Conglomerate,0.06,NA,3.00E-05,NA,NA,NA,Coarse,"Laboratory tests
at Toki site _ The field test site was located in the Tono uranium mine
in the southern part of Gifu prefecture_ central Japan",656
Sedimentary,Conglomerate,NA,NA,NA,NA,0.05,NA,NS,"The Castellón Plain_ located in the Castellón Province
(Community of Valencia_ Spain)",666
Sedimentary,Conglomerate,NA,NA,NA,NA,0.15,NA,NS,"The Castellón Plain_ located in the Castellón Province
(Community of Valencia_ Spain)",666
Sedimentary,Conglomerate,NA,2,0.00432,NA,NA,NA,Clayed conglomerate fractured,"Formation OMap1a/c_ Pampa del Tamarugal_ northern
Chile",672
Sedimentary,Conglomerate,NA,4,0.0173,NA,NA,NA,Clayed conglomerate fractured,"Formation OMap1a/c_ Pampa del Tamarugal_ northern
Chile",672
Sedimentary,Conglomerate,NA,NA,2,NA,0.1,NA,NS,Sokh aquifer_ Central Asia,700
Sedimentary,Conglomerate,NA,NA,75,NA,0.1,NA,NS,Sokh aquifer_ Central Asia,700
Sedimentary,Conglomerate,15,NA,NA,NA,NA,NA,NS,Beaver Mines formation_ British Coumbia,701
Sedimentary,Conglomerate,10,NA,NA,NA,NA,NA,NS,Cadomin formation_ British Coumbia,701
Sedimentary,Dolomite,3,1,0.8,NA,0.021,NA,NS,NS,1_5_6
Sedimentary,Dolomite,5,0.1,0.518,NA,0.061,NA,NS,NS,1_6_13
Sedimentary,Dolomite,0.01,0.001,0.001,NA,NA,NA,NS,NS,1_3_5
Sedimentary,Dolomite,1,5,NA,0.001,NA,NA,NS,NS,2_6_13
Sedimentary,Dolomite,20,NA,0.864,0.00051,NA,NA,NS,NS,2_6
Sedimentary,Dolomite,40,NA,0.518,1.00E-04,NA,NA,NS,NS,3_6_7
Sedimentary,Dolomite,26,NA,NA,5.10E-05,NA,NA,NS,NS,4_6_7
Sedimentary,Dolomite,10,NA,NA,NA,NA,NA,NS,NS,5_9
Sedimentary,Dolomite,2,NA,0.864,NA,NA,NA,NS,NS,5_9
Sedimentary,Dolomite,NA,NA,0.0864,NA,0.021,NA,"Karstified Dolomite; ""S"" value considering a free aquifer",NS,6_9
Sedimentary,Dolomite,NA,NA,NA,5.10E-05,NA,NA,"Karstified Dolomite; ""S"" value considering a Confined Aquifer",NS,6
Sedimentary,Dolomite,0.02,NA,0.01,NA,NA,NA,NS,NS,30
Sedimentary,Dolomite,1.5,NA,0.4,NA,NA,NA,NS,NS,30
Sedimentary,Dolomite,0.01,NA,6.048,NA,NA,NA,NS,NS,13_42
Sedimentary,Dolomite,40,NA,NA,NA,NA,NA,NS,NS,13
Sedimentary,Dolomite,20,NA,NA,NA,NA,NA,NS,Upper Cambrian interval of strata in the cratonic interior of North America,79
Sedimentary,Dolomite,NA,NA,10,NA,0.011,NA,Karstified,The Allentown Fromation_ Pennsylvania,145
Sedimentary,Dolomite,NA,NA,35,NA,0.0098,NA,Karstified,The Allentown Fromation_ Pennsylvania,145
Sedimentary,Dolomite,NA,NA,4,NA,0.0098,NA,Karstified,The Allentown Fromation_ Pennsylvania,145
Sedimentary,Dolomite,NA,NA,0.0864,NA,NA,NA,Fractured,Nicaragua Fall Area,145
Sedimentary,Dolomite,40,NA,0.1,NA,NA,NA,NS,Damman Formation_  Northwest Shigaya,149
Sedimentary,Dolomite,30,NA,1.00E-04,NA,NA,NA,NS,Damman Formation_  Northwest Shigaya,149
Sedimentary,Dolomite,NA,NA,NA,1.00E-04,NA,NA,Fractured,"Kakontwe dolomite aquifer near
Ndola_ Zambia",150
Sedimentary,Dolomite,NA,NA,NA,NA,0.01,NA,NS,"Kakontwe dolomite aquifer near
Ndola_ Zambia",150
Sedimentary,Dolomite,NA,NA,NA,0.00013,NA,NA,Fractured,Silurian dolomite in northeastern Illinois as a part of a U.S.,151
Sedimentary,Dolomite,NA,NA,8.21,0.00082,0.3,NA,Fractured,Regional aquifer along the western flank of the MichiganBasin from Canada to northeastern Illinois,152
Sedimentary,Dolomite,NA,NA,11.2,0.00029,0.08,NA,Fractured,Regional aquifer along the western flank of the MichiganBasin from Canada to northeastern Illinois,152
Sedimentary,Dolomite,NA,NA,13,NA,0.5,NA,Fractured,Regional aquifer along the western flank of the MichiganBasin from Canada to northeastern Illinois,152
Sedimentary,Dolomite,NA,NA,13,5.00E-04,0.2,NA,Fractured,Regional aquifer along the western flank of the MichiganBasin from Canada to northeastern Illinois,152
Sedimentary,Dolomite,NA,NA,10.944,NA,NA,NA,Fractured,Regional aquifer along the western flank of the MichiganBasin from Canada to northeastern Illinois,153
Sedimentary,Dolomite,35,NA,0.83,NA,NA,NA,NS,Carbonate aquifer system_ Ocala limestone_ west-central Florida,155
Sedimentary,Dolomite,NA,NA,1.67,NA,NA,NA,Fractured,"The Pannonian Basin_ Alps_ and
Adriatic Sea_ Slovenia",156
Sedimentary,Dolomite,NA,NA,33.4368,NA,NA,NA,NS,"The Pannonian Basin_ Alps_ and
Adriatic Sea_ Slovenia",156
Sedimentary,Dolomite,NA,1.1,2.32,0.0013,NA,NA,NS,Olkusz region (S Poland),157
Sedimentary,Dolomite,NA,NA,0.3,NA,NA,NA,Fractured,Zechstein Basin in NE England_  aquifer,159
Sedimentary,Dolomite,NA,NA,1.73,NA,NA,NA,Fractured,Zechstein Basin in NE England_  aquifer,159
Sedimentary,Dolomite,NA,NA,2.85,NA,NA,NA,Fractured,Zechstein Basin in NE England_  aquifer,159
Sedimentary,Dolomite,NA,0.02,0.914,NA,NA,NA,Fractured,LOCKPORT DOLOMITE_ ROCK AQUIFER AT NIAGARA FALLS_ NEW YORK_ U.S.A.,161
Sedimentary,Dolomite,NA,NA,8.64,NA,NA,NA,Karstified,"aquifer in Bari (Southern
Italy)",178
Sedimentary,Dolomite,NA,NA,34.56,NA,NA,NA,Karstified,"aquifer in Bari (Southern
Italy)",178
Sedimentary,Dolomite,NA,0.54,0.002,0.00071,NA,NA,NS,OlkuszZawiercie Dolomites_ southern Poland,192
Sedimentary,Dolomite,NA,10.9,0.00225,NA,0.0754,NA,NS,OlkuszZawiercie Dolomites_ southern Poland,192
Sedimentary,Dolomite,NA,34,0.423,NA,0.15,NA,NS,OlkuszZawiercie Dolomites_ southern Poland,192
Sedimentary,Dolomite,NA,0.11,173,NA,NA,NA,Karstified,Ombla Spring (Croatia),240
Sedimentary,Dolomite,NA,0.11,432,NA,NA,NA,Karstified,Ombla Spring (Croatia),240
Sedimentary,Dolomite,NA,0.04,NA,NA,NA,NA,Karstified,Ombla Spring (Croatia),241
Sedimentary,Dolomite,NA,0.3,NA,NA,NA,NA,Karstified,Ombla Spring (Croatia),241
Sedimentary,Dolomite,NA,0.05,0.00864,NA,NA,NA,NS,Walkerton_ Ontario_ Canada,243
Sedimentary,Dolomite,NA,NA,2.165,NA,NA,NA,NS,Walkerton_ Ontario_ Canada,243
Sedimentary,Dolomite,NA,0.5,4.33,NA,NA,NA,NS,Walkerton_ Ontario_ Canada,244
Sedimentary,Dolomite,NA,0.1,8.64,NA,NA,NA,NS,Walkerton_ Ontario_ Canada,243
Sedimentary,Dolomite,NA,NA,9.3,NA,0.02,NA,Karstified and Fractured,Messenia prefecture in southwestern Peloponnesus_ Greece,274_ 275
Sedimentary,Dolomite,NA,NA,21.7,NA,0.07,NA,Karstified and Fractured,Messenia prefecture in southwestern Peloponnesus_ Greece,274_ 275
Sedimentary,Dolomite,NA,NA,35.3,NA,0.1,NA,Karstified and Fractured,Messenia prefecture in southwestern Peloponnesus_ Greece,274_ 275
Sedimentary,Dolomite,NA,18,NA,NA,NA,NA,Fractured,NS,283
Sedimentary,Dolomite,NA,6,288,NA,NA,NA,Fractured,Amargosa_ Nevada,286
Sedimentary,Dolomite,NA,10,634,NA,NA,NA,Fractured,Amargosa_ Nevada,286
Sedimentary,Dolomite,NA,NA,0.14,NA,NA,NA,Fractured,Amargosa_ Nevada,286
Sedimentary,Dolomite,NA,NA,1.84,NA,NA,NA,Fractured,Amargosa_ Nevada,286
Sedimentary,Dolomite,NA,NA,3.4,NA,NA,NA,Fractured,Amargosa_ Nevada,286
Sedimentary,Dolomite,NA,12,NA,NA,NA,NA,Fractured,Eddy County (near Carlsbad)_ New Mexico,293
Sedimentary,Dolomite,NA,2.4,21.6,NA,NA,NA,Fractured,Zn-Pb deposits_ Poland,298
Sedimentary,Dolomite,NA,2.4,40.6,NA,NA,NA,Fractured,Zn-Pb deposits_ Poland,298
Sedimentary,Dolomite,NA,3.4,NA,NA,NA,NA,NS,Nahal Oren_ Israel,294
Sedimentary,Dolomite,NA,0.7,0.987,NA,NA,NA,Fractured,NS,312
Sedimentary,Dolomite,NA,11,0.987,NA,NA,NA,Fractured,NS,312
Sedimentary,Dolomite,NA,NA,12,3.00E-05,NA,NA,Magnesian dolomstone,County Durham_ The Magnesian  Sunderland to Nottingham_ Engalnd,354
Sedimentary,Dolomite,NA,NA,12,3.00E-04,NA,NA,Magnesian dolomstone,County Durham_ The Magnesian  Sunderland to Nottingham_ Engalnd,354
Sedimentary,Dolomite,NA,NA,12,NA,0.024,NA,Magnesian dolomstone,County Durham_ The Magnesian  Sunderland to Nottingham_ Engalnd,354
Sedimentary,Dolomite,NA,30,0.85,0.004,NA,NA,NS,Yorkshire and Nottinghamshire_ England,355
Sedimentary,Dolomite,1,26,0.1,NA,NA,NA,NS,Wistow_England,356
Sedimentary,Dolomite,NA,NA,NA,NA,0.04,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,422
Sedimentary,Dolomite,NA,NA,0.305,NA,0.06,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,420
Sedimentary,Dolomite,NA,NA,0.408,NA,0.035,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,415
Sedimentary,Dolomite,NA,NA,2.14,NA,0.035,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,415
Sedimentary,Dolomite,NA,NA,3.87,NA,0.035,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,415
Sedimentary,Dolomite,NA,NA,3.46,NA,NA,NA,NS,The Vintage Formation_ The Piedmont Lowland Section_ Pennsylvania,415
Sedimentary,Dolomite,NA,1.4,NA,NA,NA,NA,Karstified,Ombla Spring near Dubrovnik_ Scotia,469
Sedimentary,Dolomite,NA,3.5,NA,NA,NA,NA,Karstified,Ombla Spring near Dubrovnik_ Scotia,469
Sedimentary,Dolomite,NA,1.2,NA,NA,NA,NA,Karstified,Trebišnjica springs basin,470
Sedimentary,Dolomite,NA,1.5,NA,NA,NA,NA,Karstified,Trebišnjica springs basin,470
Sedimentary,Dolomite,NA,6,NA,NA,NA,NA,Karstified,Trebišnjica springs basin,470
Sedimentary,Dolomite,NA,NA,NA,NA,0.07,NA,Karstic-fissured,"Murcia
(Spain)",471
